replicon	hit_id	gene_name	hit_pos	model_fqn	sys_id	sys_loci	locus_num	sys_score	sys_occ	hit_gene_ref	hit_status	hit_seq_len	hit_i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match	Accession	System	Length_sys	Dist_sys_close	Sys_close	Nb_sys_close	ID_sys_close	Type_sys_close	Assembly	Nuccore	Superkingdom	Phylum	Class	Order	Family	Subfamily	Genus	Species	Genus_source
GCA_021356255.1_ASM2135625v1_translated_cds	lcl|OK483342.1_prot_UFD98360.1_37	narp1_adps	37	ADF/NADP/NARP1	GCA_021356255.1_ASM2135625v1_translated_cds_NARP1_1	1	1	2.0	1	narp1_adps	mandatory	281	1.4999999999999999e-83	273.2	0.831	0.94	7	270	UFD98360.1	NARP1	3						GCA_021356255	OK483342.1	Viruses	Uroviricota	Caudoviricetes			Ounavirinae	Kolesnikvirus	Kolesnikvirus Ea214	Hafnia
GCA_021358665.2_ASM2135866v1_translated_cds	lcl|OL539729.2_prot_UFZ20921.1_1	ocr	1	ADF/Anti_RM/ocr	GCA_021358665.2_ASM2135866v1_translated_cds_ocr_1	1	1	1.0	1	ocr	mandatory	127	4.4e-54	173.2	0.991	0.898	1	114	UFZ20921.1	ocr	1						GCA_021358665	OL539729.2	Viruses	Uroviricota	Caudoviricetes		Autographiviridae	Studiervirinae	Kayfunavirus	Salmonella phage PRF-SP3	Salmonella
GCA_902988245.1_UFOv-RE-26jul17-C1383_translated_cds	lcl|LR796665.1_prot_CAB4157997.1_50	ardc	50	ADF/Anti_RM/ardc	GCA_902988245.1_UFOv-RE-26jul17-C1383_translated_cds_ardc_1	1	1	1.0	1	ardc	mandatory	281	2.9e-109	356.8	0.876	0.979	2	276	CAB4157997.1	ardc	1						GCA_902988245	LR796665.1	Viruses	Uroviricota	Caudoviricetes					uncultured Caudovirales phage	uncultured
GCA_902988255.1_UFOv-RE-26jul17-C183_translated_cds	lcl|LR796666.1_prot_CAB4158235.1_103	ardc	103	ADF/Anti_RM/ardc	GCA_902988255.1_UFOv-RE-26jul17-C183_translated_cds_ardc_1	1	1	1.0	1	ardc	mandatory	290	3.4e-78	256.1	0.873	0.979	3	286	CAB4158235.1	ardc	1						GCA_902988255	LR796666.1	Viruses	Uroviricota	Caudoviricetes					uncultured Caudovirales phage	uncultured
GCA_003308715.1_ASM330871v1_translated_cds	lcl|MH015255.1_prot_AWY09233.1_111	narp2_nmnat	111	ADF/NADP/NARP2	GCA_003308715.1_ASM330871v1_translated_cds_NARP2_1	1	1	2.0	1	narp2_nmnat	mandatory	343	1.1e-145	479.2	0.869	0.991	2	341	AWY09233.1	NARP2	3	11247.0					GCA_003308715	MH015255.1	Viruses	Uroviricota	Caudoviricetes					Ruegeria phage vB_RpoS-V10	Ruegeria
GCA_003308715.1_ASM330871v1_translated_cds	lcl|MH015255.1_prot_AWY09235.1_113	narp2_nampt	113	ADF/NADP/NARP2	GCA_003308715.1_ASM330871v1_translated_cds_NARP2_1	1	1	2.0	1	narp2_nampt	mandatory	469	5.5e-222	731.8	0.863	0.985	7	468	AWY09235.1	NARP2	3	11247.0					GCA_003308715	MH015255.1	Viruses	Uroviricota	Caudoviricetes					Ruegeria phage vB_RpoS-V10	Ruegeria
GCA_003308715.1_ASM330871v1_translated_cds	lcl|MH015255.1_prot_AWY09252.1_130	acb1	130	ADF/Anti_CBASS/acb1	GCA_003308715.1_ASM330871v1_translated_cds_acb1_2	1	1	1.0	1	acb1	mandatory	150	2.8e-21	69.5	0.837	0.853	18	145	AWY09252.1	acb1	1	11247.0					GCA_003308715	MH015255.1	Viruses	Uroviricota	Caudoviricetes					Ruegeria phage vB_RpoS-V10	Ruegeria
GCA_003308875.1_ASM330887v1_translated_cds	lcl|MH316561.1_prot_AWY09637.1_3	ntase	3	ADF/Anti_CBASS/ntase	GCA_003308875.1_ASM330887v1_translated_cds_ntase_1	1	1	1.0	1	ntase	mandatory	288	1.1999999999999999e-90	297.2	0.877	0.91	24	285	AWY09637.1	ntase	1						GCA_003308875	MH316561.1	Viruses	Uroviricota	Caudoviricetes			Ceeclamvirinae	Bixzunavirus	Mycobacterium phage Derek	Mycobacterium
GCA_018449085.1_ASM1844908v1_translated_cds	lcl|MZ188976.1_prot_QVJ82407.1_50	acriia7	50	ADF/Anti_Thoeris/tad2_acriia7	GCA_018449085.1_ASM1844908v1_translated_cds_tad2_acriia7_3	1	1	0.8	1	tad2	mandatory	166	3.7e-32	103.6	0.734	0.56	7	99	QVJ82407.1	tad2_acriia7	1	29206.0					GCA_018449085	MZ188976.1	Viruses	Uroviricota	Caudoviricetes					Cronobacter phage JK004	Cronobacter
GCA_018449085.1_ASM1844908v1_translated_cds	lcl|MZ188976.1_prot_QVJ82463.1_106	ulx	106	ADF/Anti_RM/dar_ddr_hdf_ulx	GCA_018449085.1_ASM1844908v1_translated_cds_dar_ddr_hdf_ulx_1	1	1	2.0	1	ulx	mandatory	146	6.4e-60	194.2	0.972	0.966	1	141	QVJ82463.1	dar_ddr_hdf_ulx	2	6399.0	1.0	1.0	GCA_018449085.1_ASM1844908v1_translated_cds_dar_ddr_hdf_ulx_2	dar_ddr_hdf_ulx	GCA_018449085	MZ188976.1	Viruses	Uroviricota	Caudoviricetes					Cronobacter phage JK004	Cronobacter
GCA_018449085.1_ASM1844908v1_translated_cds	lcl|MZ188976.1_prot_QVJ82464.1_107	darb	107	ADF/Anti_RM/dar_ddr_hdf_ulx	GCA_018449085.1_ASM1844908v1_translated_cds_dar_ddr_hdf_ulx_1	1	1	2.0	1	darb	mandatory	2224	0.0	4659.7	0.986	0.999	3	2224	QVJ82464.1	dar_ddr_hdf_ulx	2	6399.0	1.0	1.0	GCA_018449085.1_ASM1844908v1_translated_cds_dar_ddr_hdf_ulx_2	dar_ddr_hdf_ulx	GCA_018449085	MZ188976.1	Viruses	Uroviricota	Caudoviricetes					Cronobacter phage JK004	Cronobacter
GCA_018449085.1_ASM1844908v1_translated_cds	lcl|MZ188976.1_prot_QVJ82473.1_116	ddrb	116	ADF/Anti_RM/dar_ddr_hdf_ulx	GCA_018449085.1_ASM1844908v1_translated_cds_dar_ddr_hdf_ulx_2	1	1	4.0	1	ddrb	mandatory	998	0.0	1580.0	0.999	0.998	1	996	QVJ82473.1	dar_ddr_hdf_ulx	4	6399.0	1.0	1.0	GCA_018449085.1_ASM1844908v1_translated_cds_dar_ddr_hdf_ulx_1	dar_ddr_hdf_ulx	GCA_018449085	MZ188976.1	Viruses	Uroviricota	Caudoviricetes					Cronobacter phage JK004	Cronobacter
GCA_018449085.1_ASM1844908v1_translated_cds	lcl|MZ188976.1_prot_QVJ82474.1_117	ddra	117	ADF/Anti_RM/dar_ddr_hdf_ulx	GCA_018449085.1_ASM1844908v1_translated_cds_dar_ddr_hdf_ulx_2	1	1	4.0	1	ddra	mandatory	119	1.8e-54	176.1	1.0	1.0	1	119	QVJ82474.1	dar_ddr_hdf_ulx	4	6399.0	1.0	1.0	GCA_018449085.1_ASM1844908v1_translated_cds_dar_ddr_hdf_ulx_1	dar_ddr_hdf_ulx	GCA_018449085	MZ188976.1	Viruses	Uroviricota	Caudoviricetes					Cronobacter phage JK004	Cronobacter
GCA_018449085.1_ASM1844908v1_translated_cds	lcl|MZ188976.1_prot_QVJ82475.1_118	dara	118	ADF/Anti_RM/dar_ddr_hdf_ulx	GCA_018449085.1_ASM1844908v1_translated_cds_dar_ddr_hdf_ulx_2	1	1	4.0	1	dara	mandatory	654	0.0	1121.0	0.997	0.994	3	652	QVJ82475.1	dar_ddr_hdf_ulx	4	6399.0	1.0	1.0	GCA_018449085.1_ASM1844908v1_translated_cds_dar_ddr_hdf_ulx_1	dar_ddr_hdf_ulx	GCA_018449085	MZ188976.1	Viruses	Uroviricota	Caudoviricetes					Cronobacter phage JK004	Cronobacter
GCA_018449085.1_ASM1844908v1_translated_cds	lcl|MZ188976.1_prot_QVJ82476.1_119	hdf	119	ADF/Anti_RM/dar_ddr_hdf_ulx	GCA_018449085.1_ASM1844908v1_translated_cds_dar_ddr_hdf_ulx_2	1	1	4.0	1	hdf	mandatory	200	7.5e-80	260.5	0.966	0.985	2	198	QVJ82476.1	dar_ddr_hdf_ulx	4	6399.0	1.0	1.0	GCA_018449085.1_ASM1844908v1_translated_cds_dar_ddr_hdf_ulx_1	dar_ddr_hdf_ulx	GCA_018449085	MZ188976.1	Viruses	Uroviricota	Caudoviricetes					Cronobacter phage JK004	Cronobacter
GCA_020496105.1_ASM2049610v1_translated_cds	lcl|MZ375236.1_prot_QZB83474.1_1	ocr	1	ADF/Anti_RM/ocr	GCA_020496105.1_ASM2049610v1_translated_cds_ocr_3	1	1	1.0	1	ocr	mandatory	231	3.3e-63	202.3	0.974	0.485	1	112	QZB83474.1	ocr	1	10484.0					GCA_020496105	MZ375236.1	Viruses	Uroviricota	Caudoviricetes		Autographiviridae	Studiervirinae	Teseptimavirus	Teseptimavirus T7	Escherichia
GCA_020496105.1_ASM2049610v1_translated_cds	lcl|MZ375236.1_prot_QZB83488.1_15	gp4.5	15	ADF/Anti_TA/gp4.5	GCA_020496105.1_ASM2049610v1_translated_cds_gp4.5_1	1	1	1.0	1	gp4.5	mandatory	89	3.7000000000000004e-48	153.1	0.946	0.989	1	88	QZB83488.1	gp4.5	1	3506.0	1.0	1.0	GCA_020496105.1_ASM2049610v1_translated_cds_gp5.9_2	gp5.9	GCA_020496105	MZ375236.1	Viruses	Uroviricota	Caudoviricetes		Autographiviridae	Studiervirinae	Teseptimavirus	Teseptimavirus T7	Escherichia
GCA_020496105.1_ASM2049610v1_translated_cds	lcl|MZ375236.1_prot_QZB83494.1_21	gp5.9	21	ADF/Anti_RecBCD/gp5.9	GCA_020496105.1_ASM2049610v1_translated_cds_gp5.9_2	1	1	1.0	1	gp5.9	mandatory	52	1.1e-38	122.7	1.0	1.0	1	52	QZB83494.1	gp5.9	1	3506.0	1.0	1.0	GCA_020496105.1_ASM2049610v1_translated_cds_gp4.5_1	gp4.5	GCA_020496105	MZ375236.1	Viruses	Uroviricota	Caudoviricetes		Autographiviridae	Studiervirinae	Teseptimavirus	Teseptimavirus T7	Escherichia
GCA_020496115.1_ASM2049611v1_translated_cds	lcl|MZ375237.1_prot_QZB83515.1_1	ocr	1	ADF/Anti_RM/ocr	GCA_020496115.1_ASM2049611v1_translated_cds_ocr_3	1	1	1.0	1	ocr	mandatory	117	3e-64	205.7	0.991	0.974	1	114	QZB83515.1	ocr	1	11587.0					GCA_020496115	MZ375237.1	Viruses	Uroviricota	Caudoviricetes		Autographiviridae	Studiervirinae	Teseptimavirus	Teseptimavirus T7	Escherichia
GCA_020496115.1_ASM2049611v1_translated_cds	lcl|MZ375237.1_prot_QZB83529.1_15	gp4.5	15	ADF/Anti_TA/gp4.5	GCA_020496115.1_ASM2049611v1_translated_cds_gp4.5_1	1	1	1.0	1	gp4.5	mandatory	89	3.7000000000000004e-48	153.1	0.946	0.989	1	88	QZB83529.1	gp4.5	1	3506.0	1.0	1.0	GCA_020496115.1_ASM2049611v1_translated_cds_gp5.9_2	gp5.9	GCA_020496115	MZ375237.1	Viruses	Uroviricota	Caudoviricetes		Autographiviridae	Studiervirinae	Teseptimavirus	Teseptimavirus T7	Escherichia
GCA_020496115.1_ASM2049611v1_translated_cds	lcl|MZ375237.1_prot_QZB83535.1_21	gp5.9	21	ADF/Anti_RecBCD/gp5.9	GCA_020496115.1_ASM2049611v1_translated_cds_gp5.9_2	1	1	1.0	1	gp5.9	mandatory	52	1.1e-38	122.7	1.0	1.0	1	52	QZB83535.1	gp5.9	1	3506.0	1.0	1.0	GCA_020496115.1_ASM2049611v1_translated_cds_gp4.5_1	gp4.5	GCA_020496115	MZ375237.1	Viruses	Uroviricota	Caudoviricetes		Autographiviridae	Studiervirinae	Teseptimavirus	Teseptimavirus T7	Escherichia
GCA_018603535.1_ASM1860353v1_translated_cds	lcl|MG752970.1_prot_AVH84938.1_9	acb2	9	ADF/Anti_CBASS/acb2	GCA_018603535.1_ASM1860353v1_translated_cds_acb2_3	1	1	1.0	1	acb2	mandatory	74	3e-09	32.2	0.421	0.541	2	41	AVH84938.1	acb2	1	3173.0	1.0	1.0	GCA_018603535.1_ASM1860353v1_translated_cds_NARP2_1	NARP2	GCA_018603535	MG752970.1	Viruses	Uroviricota	Caudoviricetes					Ralstonia phage RsoM2USA	Ralstonia
GCA_018603535.1_ASM1860353v1_translated_cds	lcl|MG752970.1_prot_AVH84943.1_14	narp2_nampt	14	ADF/NADP/NARP2	GCA_018603535.1_ASM1860353v1_translated_cds_NARP2_1	1	1	2.0	1	narp2_nampt	mandatory	465	3.3e-236	779.8	0.863	0.991	4	464	AVH84943.1	NARP2	9	3173.0	1.0	1.0	GCA_018603535.1_ASM1860353v1_translated_cds_acb2_3	acb2	GCA_018603535	MG752970.1	Viruses	Uroviricota	Caudoviricetes					Ralstonia phage RsoM2USA	Ralstonia
GCA_018603535.1_ASM1860353v1_translated_cds	lcl|MG752970.1_prot_AVH84951.1_22	narp2_nmnat	22	ADF/NADP/NARP2	GCA_018603535.1_ASM1860353v1_translated_cds_NARP2_1	1	1	2.0	1	narp2_nmnat	mandatory	345	2.2e-132	436.4	0.871	0.991	3	344	AVH84951.1	NARP2	9	3173.0	1.0	1.0	GCA_018603535.1_ASM1860353v1_translated_cds_acb2_3	acb2	GCA_018603535	MG752970.1	Viruses	Uroviricota	Caudoviricetes					Ralstonia phage RsoM2USA	Ralstonia
GCA_018603535.1_ASM1860353v1_translated_cds	lcl|MG752970.1_prot_AVH84966.1_37	acb1	37	ADF/Anti_CBASS/acb1	GCA_018603535.1_ASM1860353v1_translated_cds_acb1_2	1	1	1.0	1	acb1	mandatory	91	1.4e-26	87.8	0.542	0.956	3	89	AVH84966.1	acb1	1	11722.0					GCA_018603535	MG752970.1	Viruses	Uroviricota	Caudoviricetes					Ralstonia phage RsoM2USA	Ralstonia
GCA_020496125.1_ASM2049612v1_translated_cds	lcl|MZ375238.1_prot_QZB83556.1_1	ocr	1	ADF/Anti_RM/ocr	GCA_020496125.1_ASM2049612v1_translated_cds_ocr_3	1	1	1.0	1	ocr	mandatory	231	5.9e-63	201.5	0.974	0.485	1	112	QZB83556.1	ocr	1	10328.0					GCA_020496125	MZ375238.1	Viruses	Uroviricota	Caudoviricetes		Autographiviridae	Studiervirinae	Teseptimavirus	Teseptimavirus T7	Escherichia
GCA_020496125.1_ASM2049612v1_translated_cds	lcl|MZ375238.1_prot_QZB83569.1_14	gp4.5	14	ADF/Anti_TA/gp4.5	GCA_020496125.1_ASM2049612v1_translated_cds_gp4.5_1	1	1	1.0	1	gp4.5	mandatory	89	3.6e-48	153.1	0.946	0.989	1	88	QZB83569.1	gp4.5	1	3506.0	1.0	1.0	GCA_020496125.1_ASM2049612v1_translated_cds_gp5.9_2	gp5.9	GCA_020496125	MZ375238.1	Viruses	Uroviricota	Caudoviricetes		Autographiviridae	Studiervirinae	Teseptimavirus	Teseptimavirus T7	Escherichia
GCA_020496125.1_ASM2049612v1_translated_cds	lcl|MZ375238.1_prot_QZB83575.1_20	gp5.9	20	ADF/Anti_RecBCD/gp5.9	GCA_020496125.1_ASM2049612v1_translated_cds_gp5.9_2	1	1	1.0	1	gp5.9	mandatory	52	1e-38	122.7	1.0	1.0	1	52	QZB83575.1	gp5.9	1	3506.0	1.0	1.0	GCA_020496125.1_ASM2049612v1_translated_cds_gp4.5_1	gp4.5	GCA_020496125	MZ375238.1	Viruses	Uroviricota	Caudoviricetes		Autographiviridae	Studiervirinae	Teseptimavirus	Teseptimavirus T7	Escherichia
GCA_018603565.1_ASM1860356v1_translated_cds	lcl|MZ188970.1_prot_QVW08790.1_39	tad2	39	ADF/Anti_Thoeris/tad2_acriia7	GCA_018603565.1_ASM1860356v1_translated_cds_tad2_acriia7_1	1	1	1.0	1	tad2	mandatory	84	2.7000000000000002e-30	96.2	0.731	0.964	2	82	QVW08790.1	tad2_acriia7	1						GCA_018603565	MZ188970.1	Viruses	Uroviricota	Caudoviricetes					Phage CBW1004C-Prop1	Phage
GCA_020496135.1_ASM2049613v1_translated_cds	lcl|MZ375239.1_prot_QZB83596.1_1	ocr	1	ADF/Anti_RM/ocr	GCA_020496135.1_ASM2049613v1_translated_cds_ocr_3	1	1	1.0	1	ocr	mandatory	117	3e-64	205.7	0.991	0.974	1	114	QZB83596.1	ocr	1	11474.0					GCA_020496135	MZ375239.1	Viruses	Uroviricota	Caudoviricetes		Autographiviridae	Studiervirinae	Teseptimavirus	Teseptimavirus T7	Escherichia
GCA_020496135.1_ASM2049613v1_translated_cds	lcl|MZ375239.1_prot_QZB83610.1_15	gp4.5	15	ADF/Anti_TA/gp4.5	GCA_020496135.1_ASM2049613v1_translated_cds_gp4.5_1	1	1	1.0	1	gp4.5	mandatory	89	3.7000000000000004e-48	153.1	0.946	0.989	1	88	QZB83610.1	gp4.5	1	3506.0	1.0	1.0	GCA_020496135.1_ASM2049613v1_translated_cds_gp5.9_2	gp5.9	GCA_020496135	MZ375239.1	Viruses	Uroviricota	Caudoviricetes		Autographiviridae	Studiervirinae	Teseptimavirus	Teseptimavirus T7	Escherichia
GCA_020496135.1_ASM2049613v1_translated_cds	lcl|MZ375239.1_prot_QZB83616.1_21	gp5.9	21	ADF/Anti_RecBCD/gp5.9	GCA_020496135.1_ASM2049613v1_translated_cds_gp5.9_2	1	1	1.0	1	gp5.9	mandatory	52	1.1e-38	122.7	1.0	1.0	1	52	QZB83616.1	gp5.9	1	3506.0	1.0	1.0	GCA_020496135.1_ASM2049613v1_translated_cds_gp4.5_1	gp4.5	GCA_020496135	MZ375239.1	Viruses	Uroviricota	Caudoviricetes		Autographiviridae	Studiervirinae	Teseptimavirus	Teseptimavirus T7	Escherichia
GCA_020496145.1_ASM2049614v1_translated_cds	lcl|MZ375240.1_prot_QZB83637.1_1	ocr	1	ADF/Anti_RM/ocr	GCA_020496145.1_ASM2049614v1_translated_cds_ocr_3	1	1	1.0	1	ocr	mandatory	117	3e-64	205.7	0.991	0.974	1	114	QZB83637.1	ocr	1	11389.0					GCA_020496145	MZ375240.1	Viruses	Uroviricota	Caudoviricetes		Autographiviridae	Studiervirinae	Teseptimavirus	Teseptimavirus T7	Escherichia
GCA_020496145.1_ASM2049614v1_translated_cds	lcl|MZ375240.1_prot_QZB83650.1_14	gp4.5	14	ADF/Anti_TA/gp4.5	GCA_020496145.1_ASM2049614v1_translated_cds_gp4.5_1	1	1	1.0	1	gp4.5	mandatory	89	3.6e-48	153.1	0.946	0.989	1	88	QZB83650.1	gp4.5	1	3506.0	1.0	1.0	GCA_020496145.1_ASM2049614v1_translated_cds_gp5.9_2	gp5.9	GCA_020496145	MZ375240.1	Viruses	Uroviricota	Caudoviricetes		Autographiviridae	Studiervirinae	Teseptimavirus	Teseptimavirus T7	Escherichia
GCA_020496145.1_ASM2049614v1_translated_cds	lcl|MZ375240.1_prot_QZB83656.1_20	gp5.9	20	ADF/Anti_RecBCD/gp5.9	GCA_020496145.1_ASM2049614v1_translated_cds_gp5.9_2	1	1	1.0	1	gp5.9	mandatory	52	1e-38	122.7	1.0	1.0	1	52	QZB83656.1	gp5.9	1	3506.0	1.0	1.0	GCA_020496145.1_ASM2049614v1_translated_cds_gp4.5_1	gp4.5	GCA_020496145	MZ375240.1	Viruses	Uroviricota	Caudoviricetes		Autographiviridae	Studiervirinae	Teseptimavirus	Teseptimavirus T7	Escherichia
GCA_020496155.1_ASM2049615v1_translated_cds	lcl|MZ375241.1_prot_QZB83677.1_1	ocr	1	ADF/Anti_RM/ocr	GCA_020496155.1_ASM2049615v1_translated_cds_ocr_3	1	1	1.0	1	ocr	mandatory	117	3e-64	205.7	0.991	0.974	1	114	QZB83677.1	ocr	1	11295.0					GCA_020496155	MZ375241.1	Viruses	Uroviricota	Caudoviricetes		Autographiviridae	Studiervirinae	Teseptimavirus	Teseptimavirus T7	Escherichia
GCA_020496155.1_ASM2049615v1_translated_cds	lcl|MZ375241.1_prot_QZB83690.1_14	gp4.5	14	ADF/Anti_TA/gp4.5	GCA_020496155.1_ASM2049615v1_translated_cds_gp4.5_1	1	1	1.0	1	gp4.5	mandatory	89	3.6e-48	153.1	0.946	0.989	1	88	QZB83690.1	gp4.5	1	3506.0	1.0	1.0	GCA_020496155.1_ASM2049615v1_translated_cds_gp5.9_2	gp5.9	GCA_020496155	MZ375241.1	Viruses	Uroviricota	Caudoviricetes		Autographiviridae	Studiervirinae	Teseptimavirus	Teseptimavirus T7	Escherichia
GCA_020496155.1_ASM2049615v1_translated_cds	lcl|MZ375241.1_prot_QZB83696.1_20	gp5.9	20	ADF/Anti_RecBCD/gp5.9	GCA_020496155.1_ASM2049615v1_translated_cds_gp5.9_2	1	1	1.0	1	gp5.9	mandatory	52	1e-38	122.7	1.0	1.0	1	52	QZB83696.1	gp5.9	1	3506.0	1.0	1.0	GCA_020496155.1_ASM2049615v1_translated_cds_gp4.5_1	gp4.5	GCA_020496155	MZ375241.1	Viruses	Uroviricota	Caudoviricetes		Autographiviridae	Studiervirinae	Teseptimavirus	Teseptimavirus T7	Escherichia
GCA_020496165.1_ASM2049616v1_translated_cds	lcl|MZ375242.1_prot_QZB83717.1_1	ocr	1	ADF/Anti_RM/ocr	GCA_020496165.1_ASM2049616v1_translated_cds_ocr_3	1	1	1.0	1	ocr	mandatory	117	3e-64	205.7	0.991	0.974	1	114	QZB83717.1	ocr	1	11474.0					GCA_020496165	MZ375242.1	Viruses	Uroviricota	Caudoviricetes		Autographiviridae	Studiervirinae	Teseptimavirus	Teseptimavirus T7	Escherichia
GCA_020496165.1_ASM2049616v1_translated_cds	lcl|MZ375242.1_prot_QZB83731.1_15	gp4.5	15	ADF/Anti_TA/gp4.5	GCA_020496165.1_ASM2049616v1_translated_cds_gp4.5_1	1	1	1.0	1	gp4.5	mandatory	89	3.7000000000000004e-48	153.1	0.946	0.989	1	88	QZB83731.1	gp4.5	1	3506.0	1.0	1.0	GCA_020496165.1_ASM2049616v1_translated_cds_gp5.9_2	gp5.9	GCA_020496165	MZ375242.1	Viruses	Uroviricota	Caudoviricetes		Autographiviridae	Studiervirinae	Teseptimavirus	Teseptimavirus T7	Escherichia
GCA_020496165.1_ASM2049616v1_translated_cds	lcl|MZ375242.1_prot_QZB83737.1_21	gp5.9	21	ADF/Anti_RecBCD/gp5.9	GCA_020496165.1_ASM2049616v1_translated_cds_gp5.9_2	1	1	1.0	1	gp5.9	mandatory	52	1.1e-38	122.7	1.0	1.0	1	52	QZB83737.1	gp5.9	1	3506.0	1.0	1.0	GCA_020496165.1_ASM2049616v1_translated_cds_gp4.5_1	gp4.5	GCA_020496165	MZ375242.1	Viruses	Uroviricota	Caudoviricetes		Autographiviridae	Studiervirinae	Teseptimavirus	Teseptimavirus T7	Escherichia
GCA_018726185.1_ASM1872618v1_translated_cds	lcl|MW767161.1_prot_QVW27292.1_70	dam	70	ADF/Anti_RM/dam	GCA_018726185.1_ASM1872618v1_translated_cds_dam_3	1	1	1.0	1	dam	mandatory	283	1.1e-109	360.1	1.0	0.943	1	267	QVW27292.1	dam	1	52853.0					GCA_018726185	MW767161.1	Viruses	Uroviricota	Caudoviricetes		Straboviridae		Pseudotevenvirus	Pseudotevenvirus gap161	Cronobacter
GCA_018726185.1_ASM1872618v1_translated_cds	lcl|MW767161.1_prot_QVW27352.1_130	acb1	130	ADF/Anti_CBASS/acb1	GCA_018726185.1_ASM1872618v1_translated_cds_acb1_1	1	1	1.0	1	acb1	mandatory	207	5.2e-51	166.3	0.941	0.71	13	159	QVW27352.1	acb1	1	47028.0					GCA_018726185	MW767161.1	Viruses	Uroviricota	Caudoviricetes		Straboviridae		Pseudotevenvirus	Pseudotevenvirus gap161	Cronobacter
GCA_018726185.1_ASM1872618v1_translated_cds	lcl|MW767161.1_prot_QVW27449.1_227	acb2	227	ADF/Anti_CBASS/acb2	GCA_018726185.1_ASM1872618v1_translated_cds_acb2_2	1	1	1.0	1	acb2	mandatory	93	1.8e-15	51.3	0.916	0.935	5	91	QVW27449.1	acb2	1	47028.0					GCA_018726185	MW767161.1	Viruses	Uroviricota	Caudoviricetes		Straboviridae		Pseudotevenvirus	Pseudotevenvirus gap161	Cronobacter
GCA_020496175.1_ASM2049617v1_translated_cds	lcl|MZ375243.1_prot_QZB83758.1_1	ocr	1	ADF/Anti_RM/ocr	GCA_020496175.1_ASM2049617v1_translated_cds_ocr_3	1	1	1.0	1	ocr	mandatory	117	2.9e-64	205.7	0.991	0.974	1	114	QZB83758.1	ocr	1	11097.0					GCA_020496175	MZ375243.1	Viruses	Uroviricota	Caudoviricetes		Autographiviridae	Studiervirinae	Teseptimavirus	Teseptimavirus T7	Escherichia
GCA_020496175.1_ASM2049617v1_translated_cds	lcl|MZ375243.1_prot_QZB83770.1_13	gp4.5	13	ADF/Anti_TA/gp4.5	GCA_020496175.1_ASM2049617v1_translated_cds_gp4.5_1	1	1	1.0	1	gp4.5	mandatory	89	3.5e-48	153.1	0.946	0.989	1	88	QZB83770.1	gp4.5	1	3506.0	1.0	1.0	GCA_020496175.1_ASM2049617v1_translated_cds_gp5.9_2	gp5.9	GCA_020496175	MZ375243.1	Viruses	Uroviricota	Caudoviricetes		Autographiviridae	Studiervirinae	Teseptimavirus	Teseptimavirus T7	Escherichia
GCA_020496175.1_ASM2049617v1_translated_cds	lcl|MZ375243.1_prot_QZB83776.1_19	gp5.9	19	ADF/Anti_RecBCD/gp5.9	GCA_020496175.1_ASM2049617v1_translated_cds_gp5.9_2	1	1	1.0	1	gp5.9	mandatory	52	1e-38	122.7	1.0	1.0	1	52	QZB83776.1	gp5.9	1	3506.0	1.0	1.0	GCA_020496175.1_ASM2049617v1_translated_cds_gp4.5_1	gp4.5	GCA_020496175	MZ375243.1	Viruses	Uroviricota	Caudoviricetes		Autographiviridae	Studiervirinae	Teseptimavirus	Teseptimavirus T7	Escherichia
GCA_020496185.1_ASM2049618v1_translated_cds	lcl|MZ375244.1_prot_QZB83797.1_1	ocr	1	ADF/Anti_RM/ocr	GCA_020496185.1_ASM2049618v1_translated_cds_ocr_3	1	1	1.0	1	ocr	mandatory	117	3e-64	205.7	0.991	0.974	1	114	QZB83797.1	ocr	1	11276.0					GCA_020496185	MZ375244.1	Viruses	Uroviricota	Caudoviricetes		Autographiviridae	Studiervirinae	Teseptimavirus	Teseptimavirus T7	Escherichia
GCA_020496185.1_ASM2049618v1_translated_cds	lcl|MZ375244.1_prot_QZB83810.1_14	gp4.5	14	ADF/Anti_TA/gp4.5	GCA_020496185.1_ASM2049618v1_translated_cds_gp4.5_1	1	1	1.0	1	gp4.5	mandatory	89	3.6e-48	153.1	0.946	0.989	1	88	QZB83810.1	gp4.5	1	3506.0	1.0	1.0	GCA_020496185.1_ASM2049618v1_translated_cds_gp5.9_2	gp5.9	GCA_020496185	MZ375244.1	Viruses	Uroviricota	Caudoviricetes		Autographiviridae	Studiervirinae	Teseptimavirus	Teseptimavirus T7	Escherichia
GCA_020496185.1_ASM2049618v1_translated_cds	lcl|MZ375244.1_prot_QZB83816.1_20	gp5.9	20	ADF/Anti_RecBCD/gp5.9	GCA_020496185.1_ASM2049618v1_translated_cds_gp5.9_2	1	1	1.0	1	gp5.9	mandatory	52	1e-38	122.7	1.0	1.0	1	52	QZB83816.1	gp5.9	1	3506.0	1.0	1.0	GCA_020496185.1_ASM2049618v1_translated_cds_gp4.5_1	gp4.5	GCA_020496185	MZ375244.1	Viruses	Uroviricota	Caudoviricetes		Autographiviridae	Studiervirinae	Teseptimavirus	Teseptimavirus T7	Escherichia
